tweet,label
@USER Beasiswa/pendidikan gratis kata gue solusinya. Mbg program bagus tp untuk saat ini blm prioritas prioritaskan perbaikan ekonomi &amp; stabilitas harga pangan supaya makanan bergizi mudah &amp; murah diakses seluruh lapisan masyarakat.,love
@USER melihat generasi skrg sdh bnr2 kelwt batas adab gk ada sombong sok mrs plg pintar alih2 melwn tenaga guru yg notabennya pengganti ortu di sekolah! tolong buat dinas pendidikan mapel Pendidikan Moral Pancasila (PMP) digalakkan kmbli utk tiap sekolah dr tingkat SD s/d SMA,anger
@USER bagi yang sekolah pendidikan guru bayar aja dengan mendoa kan menteri ini pahala nya gedhe,love
lingkaran setan sdm goblok &gt; milih pemimpin goblok &gt; ga peduli pada aspek pendidikan &gt; lahirlah sdm goblok,anger
@USER Bahkan @USER?? munafik sekali yaa.. mulut sok concern dengan pendidikan begitu balik badan menikmati anggaran embege https://t.co/vls2ktGOp1,love
Sebagai ibu negara beliau sangat peduli kepada anak-anak. Salah satu wujud kasih sayang seorang ibu adalah pendidikan yang baik untuk anak-anaknya.,love
@USER ᅠ ఌ︎ Jika belum terlambat saya tertarik dan ingin mencoba peruntungan. Perkenalkan saya Rebecca Alicesya dengan pengguna rupa Ning Yizhuo. Saya adalah seorang 𝘮𝘦𝘥𝘪𝘤𝘢𝘭 𝘴𝘵𝘶𝘥𝘦𝘯𝘵 𝘫𝘶𝘨𝘢 𝘪𝘯𝘧𝘭𝘶𝘦𝘯𝘤𝘦𝘳 yang aktif dalam mengedukasi terkait pendidikan ᅠ,love
@USER Dunia pendidikan pasca covid bukan y membaik.. Malah yg ada semakin ambrol dan ditambah kurner yg mana siswa/i tdk boleh ada yg tggal kelas atau tdk lulus belum pendidikan etika tdk ada.,anger
Kegiatan ini bertujuan untuk memastikan bahwa setiap objek yang diusulkan memiliki nilai penting sejarah ilmu pengetahuan pendidikan agama dan/atau kebudayaan yang layak ditetapkan sebagai Cagar Budaya peringkat provinsi. Selain itu sidang ini juga menjadi wadah sinergi.,happy
@USER Kenapa ? Dari segi pendidikan saat ini terlihat di ibu kota semua hampir rata rata setara untuk sebuah kasir toko ajah ituh S1 bayangkan padahal pas duduk di bangku kuliah berfikir akan kerja di perusahaan gedung pencakar langit inilah genderasi emas 10000 loker,love
Pendidikan Akhlaq itu diusia Dini Kejujuran itu Pendidikan yg harusnya sdh diberikan kpd Manusia sejak kanak². Jadi jika Kelakuan Seseorang menyimpang itu hasil didikan dimasa kecilnya. Jika Seseorang Korupsi jangan ditanya Universitasnya dimana tapi tanya TK nya dimana ARB https://t.co/boJZ7fnmc8,fear
@USER @USER @USER Berarti aturan terbaru tsb belum tersosialisasi dgn merata di seluruh negeri. Patut diduga Dinas Pendidikan di propinsi dan di kabupaten/kota belum meneruskan info tsb ke sekolah² swasta,fear
Makin gada harga dirinya dah pendidikan di indo,sadness
@USER Salah satu peyebab ini karena sistem pendidikan juga diacak acak semua harus lulus gak boleh ada yang gak naik kelas guru sibuk ngurus adm gaji pengajar rendah zonasi dan usia. Ditambah efek masih sosial media dan influencer. Udahlah wassalam ,love
@USER harusnya langsung dikeluarkan diboikot dr pendidikan siswa bgitu murid jaman dulu senakal.nakalnya ga berani sama guru. beranipun cm dibelakang sungguh miris,love
@USER @USER sekolah dulu ege lu kek orang kagak dikasih pendidikan ama mak bapak lu,love
@USER Gapaham orang judi sampe juta-jutaan. Mau nyari uang kenapa ga ambil pendidikan kursus sertifikasi sekalian ambil tools buat kerja. Kalo mau nyari menang tinggal beli PC terus beli game. Kalo ga puas ama gamenya tinggal pasang mod atau bikin sendiri sekalian,anger
@USER Hidup MBG ya wo @USER bangun wo.... bangun... anda tuh terpilih jd pemimpin di Indonesia buat ksh solusi kyk gini2 lho bkn malah bolak-balik ke paris ultah si teddy di rayain mewah bkn wo urusan elo tuh urusin rakyat2 kecil agar mrk punya akses ke pendidikan kesehatan,anger
@USER @USER Kan kemarin2 udah ada capres yg mau gratisin pendidikan &amp; kesehatan kalo ga salah...,anger
Lowongan Kerja CV Fajar Jaya (Garment and Textile Industry) Staff Purchasing Pendidikan minimal S1 dari seluruh jurusan Selengkapnya di: https://t.co/ZzQWYBBlAI,love
Terima kasih KPT turun padang ke UiTM Shah Alam meninjau keperluan projek RP1 RMKe-13. Fokus utama: Ganti peralatan PdP usang Naik taraf kolej kediaman Semoga permohonan peruntukan fasiliti ini diluluskan demi kualiti pendidikan &amp; keselesaan mahasiswa. https://t.co/WRH6jnvJCh,happy
paling bener lu kirim anaka anak lu ke sekolah katolik atau kristen atau budda selain pendidikan karakter juga dibentuk kaya pelita harapan atau sekolah santa theresia atau ada tzu chi punya,anger
@USER Bukti bahwa Pendidikan di Indonesia masih banyak PR,love
@USER Stay - @USER - 1 - Lulus pendidikan lebih cepat karena program akselerasi. Memiliki sahabat bintang laut. Suka berjalan-jalan tapi mudah tersesat.,love
Dalam kondisi tersebut digitalisasi menjadi solusi strategis untuk mempercepat pemerataan pendidikan. Pemprov Kalteng terus mendorong transformasi pembelajaran melalui Kelas Digital Huma Betang sistem pembelajaran hybrid penguatan pembelajaran bahasa asing serta pemanfaatan,sadness
@USER @USER Ealah masih ada yg begini ternyata. PR pendidikan kita masih jauh banget,love
@USER @USER Bukti pendidikan di Indonesia masih banyak PR nya,love
@USER Saat pemerintah tak ada keinginan mengutamakan pendidikan dan pembentukan karakter anak bangsa maka kecerdasan etika dan moralitas anak bangsa akan terus mengalami kemrosotan,love
@USER @USER @USER terbukti kan warga kita butuh pendidikan gratis sampe ke orang orang miskin kak? duh jadi keinget visi misi seseorang deh,love
@USER Akibat pelecehan dunia pendidikan yang dilakukan pejabat,love
Capaian ini juga melanjutkan keberhasilan sebelumnya di mana Gubernur Kalimantan Tengah H. Agustiar Sabran meraih Pemimpin Daerah Award 2025 kategori Inovasi Daerah Bidang Pendidikan sebagai pengakuan atas komitmen memajukan sektor pendidikan di Bumi Tambun Bungai.,fear
Penghargaan yang diterima secara langsung oleh Wakil Gubernur Kalimantan Tengah H. Edy Pratowo ini menjadi bentuk apresiasi atas berbagai terobosan Pemprov Kalteng dalam meningkatkan kualitas pendidikan berbasis teknologi serta pemerataan akses pendidikan bagi masyarakat.,sadness
Selamat &amp; sukses atas diraihnya penghargaan National Governance Award 2026 oleh Pemerintah Provinsi Kalimantan Tengah pada kategori Pendidikan. https://t.co/0HKZXsfex8,love
@USER Sistem pendidikan yang terbukti .....,love
alasan gamau jadi guru walaupun kuliah pendidikan,love
@USER @USER Ide: Apakah kemiskinan yg diwariskan punya korelasi/kausalitas dgn pendidikan ortu. Gak perlu data raw krn bakal digabung sitasi yg lain.,love
Cek OHSOME Mainan Balok Susun Anak DIY 280pcs Bahan ABS Kuat Tahan Lama Set Kado Pendidikan Awal Toys Educational Gift Set Boys Girls Multicoloured Game Musical dengan harga Rp59.900. Dapatkan di Shopee sekarang! https://t.co/5ZKj8mKAUd,happy
@USER Black list aja dari dunia pendidikan,love
Cek OHSOME Mainan Balok Susun Anak DIY 280pcs Bahan ABS Kuat Tahan Lama Set Kado Pendidikan Awal Toys Educational Gift Set Boys Girls Multicoloured Game Musical dengan harga Rp59.900. Dapatkan di Shopee sekarang! https://t.co/5ZKj8mKAUd https://t.co/otOzaepJwi,happy
@USER Jumlah guru harus ditambah kualitas guru harus ditingkatin gaji guru harus tinggi fasilitas pendidikan lengkap. Harusnya gitu,love
Dari program jadi proyek jadi bisnis jadi politis Sebuah trajektory yang sukses dari penggunaan dana publik untuk pendidikan,sadness
Saya Tidak Punya Pendidikan Tinggi tetapi Hidup Memaksa Saya Terus Belajar https://t.co/Vh9UB4hH5c,sadness
@USER @USER Kurikulum Pendidikan Ganti Mentri Ganti Kurikulum. Pejabat /Mentri baru spt Alergi dg Kurikulum pendahulunya. Kl alasan mengikuti Kemajuan zaman ok lah tp jgn smua di Rubah kurikulum nya. Toh dg Perubahan Kurikulum tdk ada Dampak nya pd Anak Didik. Tk bkin siswa makin pintar.,love
Ahmad Safei: Jembatan Rusak di Matausu Menyangkut Akses Pendidikan dan Konektivitas Antarwilayah https://t.co/q72D30rrjL,sadness
Penghargaan yang diterima secara langsung oleh Wakil Gubernur Kalimantan Tengah H. Edy Pratowo ini menjadi bentuk apresiasi atas berbagai terobosan Pemprov Kalteng dalam meningkatkan kualitas pendidikan berbasis teknologi serta pemerataan akses pendidikan bagi masyarakat.,sadness
kelebihan : bertanggung jawab secara finansial sandang-pangan-papan pendidikan semua terpenuhi kekurangan : short temper hobi kekerasan fisik + verbal gaprnh punya waktu dirumah (taunya cm kerja) in the end dia diam diam nikah sm cewe lain gw tau sebulan sblm bokap meningsoy,sadness
@USER @USER Sekolah Rakyat di tentang?? Kalian gak setuju sekolah Rakyat??? Bukannya pada minta pendidikan gratis?,love
@USER kmrn abis beli bakso abangnya nanya lg ujian gini emBG masih dibagiin? trs gw jwb jalan terus atuh gabakal berenti. pas puasa aja ttp jalan orgmah anak lg sekolah jgn dikasih mbadok gratisin pendidikan sm kesehatan harusnya emg program sampah bener.,anger
@USER Mungkin dampak dari kebijakan sekolah zonasi yang dulu digagas menteri pendidikan yg skrg dipenjara dimana tidak ada sekolah favorit yang harus ditempuh dengan ujian namun hanya modal lokasi pelajar terhadap lokasi sekolah sudah bisa dapat sekolah bagus,anger
@USER Mana peran pemerintah menteri pendidikan??? Sepertinya negeri ini tidak punya pemimpin untuk Rakyatnya!! Rakyat dari A-Z berjuang sendiri... pajaknya di Uber2 telat di denda...,anger
@USER inilah cermin pendidikan indonesia..klo kita lihat pola pendidikan di jepang..dari TK smpe SD...benar2 pebdidikan ahklak dan moral do prioritaskan,love
Ini dosen goblog banget ngebacot tapi argumennya lemah tipikal pemuja anies emang mayoritas orang yg dibesarkan oleh orang tua minim pendidikan walau mereka skrg mereka bependidikan tinggi tapi nalarnya lemah Woy dosen goblog merauke salah satu lumbung padi indonesia timur https://t.co/SbE9Pd6Z3e,anger
@USER Ketika perform guru minim didaktik metodik dan dangkal pendekatan emosional dan kering manajemen kelas. Yg terjadi yaaa seperti itu. Boleh percaya boleh tidak sarjana pendidikan fresh graduate tidak siap mengajar.,happy
@USER Inikah buah dari Revolusi Mental ala @USER ? Inikah potret pendidikan kita saat ini @USER ? Apakah generasi kedepan yg spt ini yang akan melanjutkan estafet kepemimpinan negeri ? Miris dan suram dunia pendidikan kita.,love
Khamis 23 April 2026 - Kementerian Pendidikan melalui Program Bimbingan Literasi dan Numerasi 2.0 (LNCP 2.0) dengan kerjasama Unit Tenaga Pengajar Akademi Kepimpinan dan Guru Brunei Darussalam telah mengadakan Sesi Sosialisasi Coaching Model Training Programme 2026/2027... https://t.co/4vnqpgTRWK,anger
kagak menarik samsek anjeeerrrr kecuali kalo lu kasih rumah jaminan masa tua jaminan kesehatan sama pendidikan anak gratis baru dahhh,love
Kerajaan Negeri menawarkan latihan Pendidikan dan Latihan Teknikal dan Vokasional (TVET) secara percuma melalui Inisiatif Kemahiran Teknikal &amp; Ikhtisas Smart Selangor (IKTISASS) bagi membuka lebih banyak peluang pekerjaan berkualiti kepada penduduk tempatan. EXCO Sumber https://t.co/DoUBbdxmdY,sadness
𝗗𝗼𝘀𝗲𝗻 𝗨𝗕𝗛𝗜𝗡𝗨𝗦 𝗱𝗶 𝗨𝗶𝗧𝗠: 𝗞𝗮𝗺𝗽𝘂𝘀 𝗱𝗲𝗻𝗴𝗮𝗻 𝗦𝘁𝗮𝗻𝗱𝗮𝗿 𝗣𝗲𝗻𝗱𝗶𝗱𝗶𝗸𝗮𝗻 𝗜𝗻𝘁𝗲𝗿𝗻𝗮𝘀𝗶𝗼𝗻𝗮𝗹 Keren! Dosen UBHINUS terpilih jadi Guest Faculty di UiTM Malaysia bulan Juni nanti. Selengkapnya: https://t.co/1syx3y1o4f https://t.co/wGiESpj9R9,fear
gua udah harus mulai berkorban dan masuk tahap berhemat untuk masa depan direndahkan karena ga setara dalam hal pendidikan adalah yang terburuk. ngatain jelek ke gua ga begitu kena di gua tapi kalau bilang gua cuma tamatan SMK itu cukup menyakitkan.,sadness
@USER Mentri pendidikan + kpai + mentri ham...brengseek semuaa,love
Wabup Gagarin menyebut guru madrasah di Pacitan sebagai pejuang multitalenta yang tangguh di tengah keterbatasan. Baca ulasan lengkap tentang komitmen memajukan pendidikan Pacitan di tautan berikut: https://t.co/8jxKoYNqj3,sadness
@USER Bener Bu. Pertolongan Allooh itu sangat dekat. Allooh Maha Adil. Salam buat Adik Topi Merah.. ilmunya berkah semoga mendapat Rizqi buat pendidikan yang diinginkan.,love
@USER @USER Hemm kalo inflasi pengamat itu ada inflasi pengurus pendidikan yang diurus orang bukan dari background pendidikan ada juga kah?,love
@USER @USER Bang saya tau pendidikan di Indonesia tidak merata tapi jangan terlalu ditampakkanlah ketidak merataan itu.,love
@USER Akibatnya Hutang makin melejit Hukum makin jungkir balik semuanya dilanggar senak judatnya jika pemimpin hasil dari manipulasi serta pendidikan ngak jelas berijasa palsu.,fear
kuliah di pendidikan tapi ga mau jadi guru,sadness
Gua makin kesel sama yg lebih milih makan siang Gratis dari pada pendidikan gratis anjing emang kalian ,love
@USER Semoga di blacklist tuh murid dari dunia pendidikan,love
@USER Enak banget hidup Lo ya memalsukan indititas pendidikan untuk ngerampok keuangan negara ....,love
Terakhir Ujian Satuan Pendidikan 2526 Barakallah Lancar dan sukses selalu 9D Izin post X ya... Nak! https://t.co/HocEb10lY8,love
@USER Ini kalau beneran dan dua-duanya bisa hilang kontrol memang bukan cuman individu guru dan murid yg bermasalah tapi sistem pendidikan dan pembinaan diri sekolah tersebut perlu dipertanyakan! Ada yg salah disistemnya ini. Mirisss,love
ember makanya pendidikan tuh penting buat awewe,anger
Pengangguran bnyk 19jt lapangan bullshit Sembako mahal Listrik gas BBM pajak mahal Kesehatan pendidikan mahal Apa2 serba dipajakin Dll Makan tuh TerMulWo siapapun presidennya ga ngaruh sm hidup gw ,anger
@USER ada sistim pendidikan kita yang salah,love
@USER Tolong pemerintah perbaiki UU nya njir jujur aja nih lama2 nyebelin ayo tag menteri pendidikan ama DPR Ri siruh ubah sistem ,anger
@USER Bisa jd institusi pendidikan juga diambil alih,love
@USER sini kak aku juga lulusan pendidikan lagi BU juga lagi buka joki apa aja 35-50k hari ini ajaa hehe https://t.co/jHe3ul8Y9r,love
@USER @USER Ini Professor otaknya sudah konslet jiwanya sakit...yg namanya sakit itu tdk mengenal status sosial status pendidikan...selama reformasi Orang² seperti ini yg paling menikmati dari usahanya di industri demokrasi utk meraih kekayaan dari tipu daya dgn survei.,anger
Segala cara dilakuin kecuali ngasih pendidikan gratis dan merata satu Indonesia,love
masa kini berani menghadapi tantangan menginspirasi sesama dan berkontribusi bagi kemajuan bangsa Mari terus dukung kesetaraan pendidikan dan ruang berkarya bagi perempuan Indonesia menuju masa depan yang lebih cerah. @USER @USER @USERrie,love
Jujur waktu SD gue selalu bolos tiap hari Kartini alasannya ya karena malas pakai baju adat ga mau repotin ortu cari kostum dan ngapain juga belajar pakai baju berbahan panas. Kartini mendorong hak² pendidikan tapi cara memperingatinya malah bikin penerusnya malas ke sekolah.,anger
Empat Anak Asuh Yayasan Satu Hati Terima Bantuan Pendidikan Babinsa Klumpu Pastikan Tersalur Aman Dan Tepat Sasaran https://t.co/T24jZ5hiqj,love
@USER @USER @USER padahal di Langsa na sidroe guru yg jeut ke Kadisdik aleuhnyan dianggap hayeu sampo dilantik ke sekda kota Langsa seharusnya alih alih nyo sekda beuna perhatian lebih ke dunia pendidikan kadang kalale Ngon proyek wkwkwkw,happy
HARI INI : KARNIVAL JOM MASUK UNIVERSITI 2026 ZON TENGAH II ! Jom hadir ke JMU 2026 Zon Tengah II di ketetapan berikut! Dewan Tuanku Canselor Universiti Pendidikan Sultan Idris Tanjong Malim Perak 25 April- 26 April 2026 8.00 Pagi - 5.00 Petang https://t.co/VZm7Q90mbt,anger
Pelajaran berharga dari Sumedang: Bakti kepada orang tua itu mulia tapi pendidikan tetap yang utama. 🇮🇩 Ikhsan membuktikan bahwa niat baik selalu punya jalan. #spotifyxbts https://t.co/ZfLk4fej8t,sadness
#SahabatBawaslu Bawaslu Kab. Banjarnegara menjadi narasumber Pendidikan Politik oleh Badan Kesatuan Bangsa dan Politik Kabupaten Banjarnegara di Desa Gemuruh Bawang (23/4). #Bawaslu #BawasluJateng #BawasluBanjarnegara #PendidikanPolitik https://t.co/ZsOaEHoFBx,sadness
@USER Ampun dah smaa orang2 disekitar nya malah diam aja Sungguh miris pendidikan sekarang,anger
Viral‼️ Video Siswa Melawan Guru di Langsa Kembali Hebohkan Media Sosial Dunia pendidikan di Kota Langsa kembali dihebohkan dengan beredarnya sebuah video singkat yang memperlihatkan tindakan tidak terpuji seorang siswi terhadap gurunya. Video yang berdurasi beberapa detik https://t.co/rNBl1gUWN3,sadness
@USER @USER Era SBY lumayan pendidikan diperhatiakn.,love
baca komennya masih ada netizen yg gak paham. pada mengkritik nantangin untuk dipalakin. memang pendidikan warga indonesia sudah turun kualitasnya,anger
@USER sekarang ada rencana pembubaran jurusan pendidikan karena over supply dari 490 ribu hanya ada kuota 20 ribu. Prodi kedokteran bakalan kena https://t.co/nRCCQa0iRa,love
kejujuran adalah aset yg tak ternilai dalam dunia pendidikan. dukungan kita hari ini adalah bentuk komitmen menjaga integritas tersebut tetap hidup Justice For Poppy https://t.co/2ofkkIvzqH,happy
Kasus Smartboard Dinas Pendidikan Kabupaten Langkat sudah lima bulan belum dilimpahkan ke Pengadilan Tipikor. Baca selengkapnya: https://t.co/vfIxO7RTXd https://t.co/Z06Q2iWiQK,love
Smart Baby HP Edukasi Anak Mainan Pendidikan Telepon Cerdas yang Sangat Populer dengan 45 Tombol Fungsi + Lampu + Konten Audio Lengkap Cocok untuk Anak Usia 1-6 Tahun untuk Bermain di Rumah https://t.co/kkFHyPmclv,love
@USER @USER jahat kalo lo sampe doain yang buruk buruk gini ke rakyatnya. mereka bisa setolol itu juga karena dari dulu gak ada akses pendidikan yang baik jadi rakyat rakyat tolol itu gampang digoblok goblokin sama pemerintah. ibaratnya tanpa lo doain juga mereka udah struggling dri dlu,anger
@USER Tugas istri patuh sama suami + pendidikan anak,love
Skandal Dana Ratusan Miliar LPD Mambal Anak Nasabah Terancam Gagal Lanjutan Pendidikan https://t.co/juztjZyOEP https://t.co/douBejMMNx,sadness
Pendidikan di indo udah ga terselamatkan mana yang katanya generasi bangsa dikasi makan bergizi tiap hari tapi moral dan attitude nya saja tidak terbentuk Seakan disengaja digerogoti dari dalam bakal jadi apa 10 th kedepan ya indonesia ga berbentuk karena keegoisan pemerintah,sadness
@USER Pendidikan skr sifatnya transaksional relasi guru Dan murid sdh gk ada segan seganya. Dulu murid nakal dihukum guru ngadu ke ortu malah digampar bokap skr malah gurunya disomasi,love
JIKA SDA DIKELOLA DENGAN BENAR DAN AMANAH maka rakyat Indonesia tak perlu membayar Pajak dan termasuk pendidikan dan kesehatan gratis. MUSTAHIL terwujud Tanpa Hukuman Mati bagi Para Koruptor ! TITIK https://t.co/AxGODESemZ,anger
@USER Mengerikan memang kualitas pendidikan kita... seprtinya memang ada skenario utk Mendowngrade Generasi indonesia @USER,love
@USER Pemerintah pusat giliran revisi anggaran staf honorer di instansi pendidikan sendiri dilambatkan tidak disetujuilah sampe gaji karyawan delay berbulan bulan is is is,sadness
@USER gw harap next year ada program pendidikan korek kuping,love
halooo jasa tarot reading hari ini masih ready sampai malam! bisa bahas apa aja cinta karir pendidikan self love past life hidden truth confession message atau pesan dari semesta! bisa pilih juga mau time-based question-based atau theme-based#zonauang https://t.co/3p6dh6oksW,love
@USER Indonesia negara kaya. Pendidikan kesehatan bisa gratis untuk setiap rakyat. Kalau pemerintahan nya mau ngasih kek pemerintah ngasih anggaran ke MBG jancok,love
@USER Panggil orang tuanya bawa pulang D.O dari sekolah. Gini amat pendidikan di Konoha. Kagak ada Marwah nya.,anger
Banyak yg ga tau kalo guru honorer sering harus kerja ekstra utk nutup kebutuhan sehari2. Padahal mereka ujung tombak pendidikan. Mungkin udah saatnya pemerintah evaluasi sistem pembayaran biar hak mereka terpenuhi tepat waktu?,anger
@USER @USER Keren nih dapat POV dari yang pernah terjun langsung. Emang sekompleks itu berarti kak ya pendidikan dasar di negeri ini Tanpa ngerendahin pelajaran yang lain matematika dasar itu ilmu yg wajib banget menurutku buat dikuasain. Masalah mereka akhirnya bisa atau enggak itu,anger
@USER Nama kartini jadi besar karena memang dia orang yg membuka mata para petinggi kolonial kalau di negara koloni mereka perempuan harusnya punya hak yg sama dalam pendidikan ga sekedar hanya sebagai pelengkap untuk laki laki,anger
@USER @USER di era sekarang kartini bakal memperjuangkan kesetaraan wanita memperoleh pendidikan setinggi2nya. peningkatan skill jaminan gizi-kesehatan dan keamanan bagi perempuan yg jd tulang punggung keluarga. sjw sama feminazi mana nyampe ke sana otaknya.,anger
@USER Tentara tapi jadi duta sekolah lebih baik ikut pendidikan guru dan mengajar di sekolah.,love
@USER inilah pendidikan jauh dari nilai agama adab lebih mulia daripada ilmu nikmatilah masa suram mu wahai indonesia,love
@USER @USER Ngg juga mas. Pernah berkali2 nge- test karyawan yg mau kerja periode 2015-2020. Soal matematika sederhana banyak yg jeblok. Emang ada yg salah dlm kurikulum dan kebijakan pendidikan kita.,love
@USER Aku mikirny mungkin ayah ibunya belum bisa menempuh pendidikan setinggi anaknya tpi bisa support sejauh itu smpe anakny lulus Lebih bermakna dripada gelar itu sendiri ,love
@USER @USER Anggaran pendidikan dan kesejahteraan guru dikuras habis dihambur²kan utk MBG yg korup oleh rezim penguasa @USER,love
@USER Seharusnya 500 batalion honorer Pasukan khusus untuk perbaikan pendidikan ️,love
Gua ngomong ini sebagai dyslexic salah semua yang gak kasih ruang khusus untuk berkembang and learn what we need to learn. Dulu pun gua harus nambah bimba sampai akhir kelas 2 SD. Root problemnya pendidikan yang tidak merata maybe even poverty that leads to child neglection,love
@USER Bener di desaku juga lagi gini sebagian gedung SD diminta untuk pembangunan KDMP dengan alasan melindungi tanah sawah. Sebenanrnya esensi pendidikan itu apa sih? Bahkan SD nya masih aktif dipakai dan siswanya banyak. Polemik ini masih di kabupaten yg sama. Blitar,anger
@USER Mas aku pengen bisa kerja ginian tapi background pendidikan cuma smk sisanya pengalaman kerja di pabrik. Bisa ga si buat kerja wfh? Terus biasanya yang dikerjain tu apa aja kalo wfh? Terimakasih,love
@USER Andaikan Pendidikan adalah prioritas Sekolah gratis anak2 bisa masuk sekolah semua Misal tiap semester ada bagi2 tas sepatu untuk siswa yang membutuhkan Tiap masuk tahun ajaran baru ada seragam yang Perlu di jahit ini bisa meningkat penghasilan tukang jahit,love
@USER @USER @USER Kagak ada mulianya ajg. Plintat plintut dari awal yg katanya buat stunting aja udah ngaco ngasihnya ke orang yg udah gede Ibarat naik tangga langsung melangkah ke MBG. Yg urgen di pendidikan (infrastruktur kesejahteraan pengajar) malah dilewatin,anger
@USER @USER Kekhawatiran soal biaya pendidikan valid tapi narasi MBG bikin rakyat diam terlalu jauh. MBG itu soal pemenuhan gizi bukn alat pembungkam. Pendidikan mahal ttp harus dikritisi tapi solusinya bukan menolak program gizi melainkan dorong keduanya diperbaiki bareng. #LanjutkanMBG,anger
@USER @USER jgn pendidikan y plis semakin ruwet jalur karir dan perkembangan kurikulumnnya,love
@USER @USER @USER JANGAN NUTUP MATA JUGA : 1. Banyak guru Negri ini gajinya ga sepadan dg gaji tukang nyuci piring MBG 2. Lulusan SMA ga cukup buat menciptakan generasi emas zaman ini 3. Banyak sekolah bobrok 4. Anggaran MBG = sunat dana pendidikan JANGAN TUTUP MATAMU! BTW ente owner sppg/ kary?,anger
@USER 50:50 50% gaji istri untuk kebutuhan istri pribadi 50% untuk tabungan hari tua; 60:30:5:5 terdiri dari 60% penghasilan suami untuk Rumah Tangga belanja 30% Pendidikan 5% asuransi kesehatan &amp; inv. saham 5% biaya ops suami: makan bensin rokok karaoke hotel jet pribadi.,love
Bismillah Kami mengajak kaum Muslimin untuk bergabung menjadi bagian dari Gazwah Media Indonesia! Saat ini kami membuka lowongan pekerjaan untuk posisi Videographer - Pria Muslim taat beribadah - Tidak merokok dan bebas Narkoba - Pendidikan min. D3 Semua Jurusan (DKV &amp; https://t.co/TkENRbnNTs,happy
negara lain pada mau sdmnya maju makanya pendidikan murah bahkan gratis. lah ini negara malah batesin ilmu biar apa coba biar pada bisa diboong boongin yha ️,anger
@USER Kita sulit menghargai profesi pendidik karena kita tidak bisa melihat hasil pendidikan dalam waktu singkat. Masyarakat saat ini adalah hasil dari sistem pendidikan 30 tahun kebelakang. Masyarakat 30 tahun kedepan ditentukan dari sistem pendidikan saat ini.,love
@USER @USER @USER Nggak harus pilih salah satu. Pendidikan tetap diperkuat fasilitas diperbaiki dan MBG bantu anak biar sehat dan fokus di kelas. Dua-duanya bisa jalan bareng kalau dikawal dengan benar. #LanjutkanMBG,love
ini ngapa dia yg ngomongin solusi dah mksd gw kyk menteri pendidikan nya teh kamana kitu,anger
Ud lama ga buka X Bangun pagi persiapan pendidikan lagi teman teman yang sekarang isinya rata rata influencer ‍️,sadness
saat itu membutuh kan pendidikan kini membutuhkan alutista bekas . tulang harus kuat ..makanya di butuhkan makan .,love
Kemendiktisaintek Tak Toleransi Segala Bentuk Kekerasan di Institusi Pendidikan https://t.co/mADDgaUh3A,sadness
@USER Harusnya presiden peka terhadap rakyat dibiarkan terpecah hanya krn dari awal pencalonan cawalkot solo dgn pendidikan yg tidak jelas dan Raib di KPU Solo Jakarta..? Ini harus diusut tuntas biar jelas Tidak ada hukumnya Penyidik jd Pembela bisa melangkahi Pengadilan.? usulan https://t.co/mYzZOPZroZ,anger
SANIAGAM BRAHMACARI: HUT KE-16 FAKULTAS PENDIDIKAN UNIVERSITAS HINDU INDOESIA RAHAYU &amp; JAYA️ https://t.co/7TC8HVhedH,love
@USER @USER @USER Emosi boleh tapi jangan sampai nutup fakta ya. Pendidikan gratis di SD SMA negeri itu udah jalan dan kesejahteraan guru juga ada jalurnya sendiri. MBG hadir buat lengkapi dari sisi gizi bukan saingan anggaran pendidikan. #LanjutkanMBG,anger
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yg jelas mengambil anggaran pendidikan. Dan ini sedang digugat ke MK. https://t.co/0KVFJiKuOe,love
@USER @USER Emg ahli gizi boleh ya lulusan sarjana pendidikan?,love
@USER Aku lulusan pendidikan. 3 tahun honorer di SD merasa tidak ada harapan + gaji cuma ratusan ribu. Desember 2025 akhirnya keluar banyak temen2 yang nawarin jadi ahli gizi di sppg. Tapi akhirnya kerja di bimbel gaji juga sama kaya pegawai sppg ehehe,love
@USER karna apa?mereka menjadikan anak sebagai bahan kasian coba deh lo ke lampu merah terdekat serius gue gaboong pendidikan emang penting banget malah tapi liat juga kualitas orang sdm negri payah ini masih sehat hobi kawin anak dijadijn bahan ngemis,love
@USER Saking kuatnya anggaran pendidikan rakyat ratusan triliun pertahun hanya dijadikan mainan dan candaan,love
PEMERINTAH DUNGU! Tolong para Guru murid walimurid lebih kenceng bersuara menolak MBG. Kami lebih ikhlas uang rakyat dipakai buat pendidikan gratis &amp; mensejahterakan para tenaga pendidik serta perbaikan sekolah drpd utang negara makin gede tp hanya masuk kantong koruptor!,anger
@USER @USER PEMERINTAH DUNGU! Tolong para Guru murid walimurid lebih kenceng bersuara menolak MBG. Kami lebih ikhlas uang rakyat dipakai buat pendidikan gratis dan mensejahterakan para tenaga pendidik serta perbaikan fasilitas sekolah,anger
@USER @USER selamat menempuh pendidikan tinggi,love
@USER @USER HAHAHAHAHAHA BISA KO LANGSUNG JADI PERWIRA ADA YANG NAMANYA AKMIL AKMIL LULUS PENDIDIKAN LGSG JADI PERWIRA,love
